"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Rosario, Eddie","592696","178","18.1",30.3,"105","87.5","97.1","92","84","419","176","394","63",35.4,"11",6.2,4.8
"Polanco, Jorge","593871","177","16.1",39,"109.2","86.6","96.7","89.2","84.9","391","175","378","59",33.3,"5",2.8,2.2
"Ramírez, José","608070","177","23.2",36.7,"114.3","88.7","99.3","94.1","84","434","193","395","63",35.6,"18",10.2,7.1
"Seager, Corey","608369","177","11.9",38.4,"113.1","93.2","103.8","98.3","86.3","447","193","411","99",55.9,"28",15.8,12.1
"Freeman, Freddie","518692","177","17.2",49.2,"109.3","92.4","101.8","96.1","88.1","443","207","409","96",54.2,"26",14.7,9.9
"Hernández, César","514917","177","5.6",36.7,"108.2","89.1","99","92.5","86.6","420","147","405","66",37.3,"7",4,2.7
"Seager, Kyle","572122","176","17.7",30.7,"108.7","89.1","98.4","93.1","83.9","426","192","391","70",39.8,"18",10.2,7.3
"LeMahieu, DJ","518934","175","2.3",29.7,"109.5","91.3","100.5","94.4","89.5","403","134","361","80",45.7,"5",2.9,2.3
"Frazier, Adam","624428","175","12.3",34.9,"107.5","85.5","95.6","89.5","83","415","157","401","44",25.1,"7",4,3
"Story, Trevor","596115","172","20.8",40.1,"109","89.9","100.4","94","86.4","449","205","414","71",41.3,"15",8.7,5.8
"Bellinger, Cody","641355","171","16.6",29.2,"110.6","89.3","100.5","93.5","86.9","438","182","394","71",41.5,"16",9.4,6.6
"Solak, Nick","669256","171","9.4",27.5,"111.7","89.9","99.6","90.6","90.2","413","156","384","69",40.4,"8",4.7,3.4
"Walker, Christian","572233","171","11.5",34.5,"110.4","90.4","101.9","94.8","86.7","451","174","417","83",48.5,"11",6.4,4.5
"McCutchen, Andrew","457705","170","18.2",36.5,"109.9","89.7","99.2","93.2","86.3","422","188","391","70",41.2,"14",8.2,5.8
"Grichuk, Randal","545341","169","12.6",27.2,"110.9","88.9","100.5","95.9","84.1","428","164","393","67",39.6,"19",11.2,8.2
"Ozuna, Marcell","542303","169","16.4",39.1,"115.6","93","103.5","96.6","89","469","190","429","92",54.4,"26",15.4,9.7
"Crawford, J.P.","641487","167","11.5",34.1,"110.1","85.8","97.3","89.3","85.1","420","154","394","52",31.1,"3",1.8,1.3
"Pillar, Kevin","607680","167","13.4",34.7,"108","87.1","98.1","92","82.2","435","177","400","61",36.5,"9",5.4,4
"Swanson, Dansby","621020","167","14.7",40.1,"109.3","89.1","99.7","92","84.6","427","190","399","68",40.7,"19",11.4,7.2
"Rizzo, Anthony","519203","167","16.7",34.7,"114.5","87.7","99.6","93","85.4","430","172","386","58",34.7,"13",7.8,5.3
"Arenado, Nolan","571448","166","19.1",27.1,"108.9","87.8","98.2","92.5","85.4","441","180","412","56",33.7,"9",5.4,4.5
"Devers, Rafael","646240","165","10.6",33.3,"116.7","93","102.9","94.7","91.5","449","171","414","72",43.6,"20",12.1,8.1
"Tatis Jr., Fernando","665487","164","8.7",32.3,"113.4","95.9","105.4","100.2","91.6","458","175","410","102",62.2,"32",19.5,12.5
"Tucker, Kyle","663656","164","14.9",34.1,"110.9","91.1","100.6","94.9","86.4","432","185","391","73",44.5,"15",9.1,6.6
"Escobar, Eduardo","500871","164","18.1",34.8,"106.7","88.6","97.1","90.3","87.3","415","172","394","52",31.7,"9",5.5,4.1
"Santana, Carlos","467793","164","12.2",32.3,"111.5","88","99.3","92.3","86.7","445","163","418","60",36.6,"11",6.7,4.3
"Marte, Ketel","606466","163","10",28.8,"115.9","89.2","100.2","92","90.5","401","151","388","66",40.5,"6",3.7,3.1
"Flores, Wilmer","527038","163","19",37.4,"107.8","87.9","97.8","92.1","85","418","189","382","56",34.4,"10",6.1,4.7
"Bogaerts, Xander","593428","163","8.7",31.3,"112.5","89","99.7","94.9","83.6","440","169","408","60",36.8,"14",8.6,6.2
"McNeil, Jeff","643446","162","11.5",37,"106.2","86.6","95.6","90.3","84.1","401","165","393","43",26.5,"4",2.5,1.9
"Gurriel Jr., Lourdes","666971","162","10.5",39.5,"109.5","90.8","101.1","93.9","88.2","447","169","402","80",49.4,"19",11.7,8.5
"Semien, Marcus","543760","161","19.3",32.9,"108","86.2","96.4","91.8","78.8","419","181","394","46",28.6,"8",5,3.4
"Voit, Luke","572228","160","15.2",37.5,"111.7","88.9","100.7","95.9","82.2","437","177","397","64",40,"21",13.1,9
"Peralta, David","444482","160","6.4",29.4,"113.8","89.2","100.6","91.5","88.5","445","148","413","58",36.3,"8",5,3.7
"Anderson, Tim","641313","159","6.7",33.3,"108.8","87.2","99","93.7","82.5","422","149","394","57",35.8,"16",10.1,7.2
"Dickerson, Corey","572816","159","11.1",25.8,"108.8","85.7","97.1","90.7","83.4","438","143","399","49",30.8,"9",5.7,4.3
"Biggio, Cavan","624415","159","16.7",31.4,"103.6","87.4","96.8","91.6","83.2","401","175","379","49",30.8,"8",5,3
"Jiménez, Eloy","650391","158","5.7",32.9,"113.6","92.4","103.9","97.7","89.3","466","151","394","88",55.7,"26",16.5,11.5
"Rendon, Anthony","543685","158","19.5",39.2,"109.1","90.1","98.6","92.4","88.9","426","191","394","64",40.5,"10",6.3,4.3
"Edman, Tommy","669242","158","8.2",31,"109","86.5","98","92","84.3","412","140","395","53",33.5,"6",3.8,2.6
"Verdugo, Alex","657077","157","5.9",31.2,"109.5","87","98","91.9","84.9","433","145","390","54",34.4,"10",6.4,4.5
"Longoria, Evan","446334","157","10.7",29.9,"111.5","91.7","101.5","95.9","88.7","432","163","401","71",45.2,"18",11.5,8.6
"Reyes, Victor","622682","157","10.7",39.5,"108.6","90","98.6","92.1","88.7","416","164","394","65",41.4,"6",3.8,2.8
"Cabrera, Miguel","408234","155","12.1",36.8,"112.2","93.2","102.7","95.6","91.2","450","170","395","77",49.7,"15",9.7,6.5
"Profar, Jurickson","595777","155","11",34.8,"107.7","87.2","96.9","89.8","86.3","421","156","392","43",27.7,"5",3.2,2.5
"Wong, Kolten","543939","154","10.8",31.2,"103.7","86.5","95.6","89.4","85.8","392","139","353","41",26.6,"1",0.6,0.5
"Martinez, J.D.","502110","154","14.7",39.6,"110.7","89.5","99.9","93.9","82.6","437","205","403","64",41.6,"17",11,7.2
"Cabrera, Asdrúbal","452678","154","13.7",30.5,"107","89.5","98","93.6","88","413","162","392","59",38.3,"10",6.5,4.7
"Springer, George","543807","153","18.3",35.3,"115","88.7","101","94.3","85.1","455","187","412","65",42.5,"19",12.4,8.6
"Altuve, Jose","514888","153","9.3",24.8,"106.9","86.7","97.5","93.6","83.6","437","141","396","51",33.3,"7",4.6,3.3
"Correa, Carlos","621043","153","11.3",26.1,"109","88.8","99.8","92.9","87.7","461","142","419","64",42.1,"9",5.9,4.1
"Pollock, AJ","572041","153","13",37.9,"110","89.6","100.2","94.7","83.8","428","187","403","66",43.1,"16",10.5,7.6
"Ahmed, Nick","605113","153","9.4",30.1,"107.7","87.7","98","92.4","84.5","425","142","409","51",33.3,"8",5.2,3.7
"Grisham, Trent","663757","153","13.5",37.3,"111.9","88.3","100.5","93.7","84.7","457","161","413","64",41.8,"17",11.1,6.7
"Solano, Donovan","456781","152","15.5",43.4,"108.1","88.5","98.3","91.2","85.9","413","186","400","53",34.9,"7",4.6,3.4
"Aguilar, Jesús","542583","152","16",37.5,"109.9","89.3","99.1","91.6","88","436","180","400","57",37.5,"11",7.2,5.1
"Mondesi, Adalberto","609275","151","13.7",18.5,"111","90.6","100.5","94.6","89.8","458","136","418","59",39.1,"11",7.3,4.7
"Castellanos, Nick","592206","150","16.5",39.3,"108.5","91","100.6","95","86.2","433","201","409","70",46.7,"24",16,9.9
"Harper, Bryce","547180","150","16",33.3,"114.7","92.5","104.1","96","88.3","470","193","405","76",50.7,"26",17.3,10.7
"Tapia, Raimel","606132","150","1.8",28.7,"107.2","85.3","96.6","88.4","84.3","431","124","410","45",30,"3",2,1.5
"Goldschmidt, Paul","502671","149","11.7",42.3,"111.3","89.2","99.3","94.2","84","443","179","405","61",40.9,"16",10.7,6.9
"Báez, Javier","595879","149","10.3",24.8,"116","89.4","101.3","94.9","86.9","450","147","423","60",40.3,"12",8.1,5.1
"Canó, Robinson","429664","148","6.2",31.8,"113.5","90.4","102.6","94.7","89.1","441","144","400","69",46.6,"11",7.4,6
"Alonso, Pete","624413","148","15.5",30.4,"118.4","90.2","102.4","96.3","86.5","456","175","405","61",41.2,"19",12.8,7.9
"Segura, Jean","516416","148","11.2",30.4,"109.4","87.7","99.7","92.3","86.5","423","148","387","57",38.5,"9",6.1,4.1
"Trout, Mike","545361","147","23.1",36.1,"112.9","93.7","103.5","96.1","91.5","449","219","413","81",55.1,"22",15,9.1
"Reddick, Josh","502210","147","19.1",34.7,"106.7","85.9","96.1","88.6","84.9","413","173","408","43",29.3,"7",4.8,3.3
"Reyes, Franmil","614177","147","11.2",31.3,"114.7","92.4","103.4","97.5","89.4","462","160","422","66",44.9,"19",12.9,7.9
"Muncy, Max","571970","145","14.2",29,"109.8","88.5","99.7","94.7","81.9","428","179","402","58",40,"18",12.4,7.3
"Conforto, Michael","624424","145","11",38.6,"114.4","88.4","99.9","94.6","82.3","434","166","403","53",36.6,"16",11,6.9
"Bradley Jr., Jackie","598265","144","4.3",28.5,"112.4","88.4","98.6","93.2","85","447","142","407","52",36.4,"11",7.6,5.1
"Calhoun, Kole","594777","144","17",36.1,"109","89.4","99.5","94","84.2","438","192","400","55",38.2,"17",11.8,7.5
"Nimmo, Brandon","607043","143","7.6",30.8,"106.9","87.2","98","92.3","84.3","425","149","400","47",32.9,"11",7.7,4.9
"Cronenworth, Jake","630105","143","10.6",37.8,"110.1","89.8","100","91.5","88.9","426","170","400","61",42.7,"15",10.5,7.8
"Votto, Joey","458015","143","15.4",36.4,"113.2","87.4","98.4","92.6","80.5","442","190","396","51",35.7,"13",9.1,5.8
"Myers, Wil","571976","142","13.4",40.8,"109.2","91","101.6","94.6","87.2","445","191","407","65",45.8,"21",14.8,9.6
"Brantley, Michael","488726","142","10.2",34.5,"105.3","88.7","98.3","92.2","85.9","401","165","375","53",37.3,"7",4.9,3.7
"Arcia, Orlando","606115","142","9.6",37.3,"108.7","89","99.3","91.7","89.2","422","162","396","55",38.7,"8",5.6,4.2
"Canha, Mark","592192","142","19.4",37.3,"108.9","89.7","98.9","92.4","86.8","425","198","400","56",39.4,"11",7.7,4.5
"Ruiz, Rio","547004","141","10.5",27.7,"109","87.9","99.2","94.2","83.1","407","159","379","55",39,"12",8.5,5.9
"Bell, Josh","605137","140","5.9",24.3,"114.2","91.7","102.1","95.4","90.1","428","134","405","60",42.9,"12",8.6,5.4
"Riley, Austin","663586","140","13.6",30.7,"111","91","101.3","94.2","88.4","471","167","424","60",42.9,"14",10,6.8
"Newman, Kevin","621028","138","8.7",32.6,"104.7","85.5","95.9","87.7","84.5","400","148","381","39",28.3,"1",0.7,0.6
"Gonzalez, Marwin","503556","138","12.6",31.9,"106","89.2","98.2","92.6","86","430","171","406","53",38.4,"7",5.1,3.5
"Yastrzemski, Mike","573262","137","18.4",35,"105.6","88.2","99.3","93.2","83.6","425","184","387","58",42.3,"15",10.9,6.7
"Duvall, Adam","594807","137","22.9",30.7,"114.2","88.1","100.7","94.4","79","450","202","397","55",40.1,"19",13.9,9.1
"Lowe, Brandon","664040","137","18.1",37.2,"111.4","89.8","101.6","94.3","83.2","459","198","406","59",43.1,"24",17.5,10.7
"Lewis, Kyle","641786","137","11.1",37.2,"110.9","88.3","98.8","92.6","83.2","438","174","405","48",35,"16",11.7,6.6
"Happ, Ian","664023","136","9",36.8,"109.1","91.1","101.3","94.5","87.9","434","168","387","66",48.5,"14",10.3,6.1
"Kepler, Max","596146","136","22.2",30.9,"110.3","88.5","99.2","91.7","88.9","444","182","400","52",38.2,"7",5.1,3.6
"Candelario, Jeimer","600869","136","13.3",37.5,"110.8","90.2","102","94.8","85.8","437","173","406","64",47.1,"14",10.3,6.8
"Anderson, Brian","605119","135","9.6",34.8,"109.5","87.4","99.1","93.4","82.2","446","164","391","53",39.3,"13",9.6,5.7
"Smith, Dominic","642086","135","10.8",43,"110.7","89.8","100.3","94.9","83.1","441","179","403","63",46.7,"18",13.3,9
"Davis, J.D.","605204","135","3.3",29.6,"111.2","90.1","102.1","96.1","87.4","426","140","388","61",45.2,"12",8.9,5.2
"Hiura, Keston","669374","134","14.3",34.3,"110.2","87.4","100","93.7","82.8","438","170","408","53",39.6,"19",14.2,7.7
"González, Erik","570481","134","5.5",33.6,"111.4","88.5","100.6","93","86","443","154","396","59",44,"9",6.7,4.7
"Villar, Jonathan","542340","134","1.6",18.7,"111.1","86.7","99.5","91","86.3","429","111","419","48",35.8,"2",1.5,1
"Wendle, Joey","621563","134","5.1",32.8,"104.9","86.7","97.1","90.7","83.7","410","152","386","43",32.1,"5",3.7,2.7
"Contreras, Willson","575929","134","9.1",35.8,"114.1","89.8","102.3","95.4","85.9","451","158","410","64",47.8,"14",10.4,6.2
"Olson, Matt","621566","133","19.6",30.1,"112.5","92.3","102.8","96.7","90","454","187","413","61",45.9,"17",12.8,6.9
"Suárez, Eugenio","553993","132","17.9",29.5,"111.4","89.1","101.2","94.2","84.1","434","194","404","59",44.7,"19",14.4,8.2
"Núñez, Renato","600524","132","21.1",37.9,"110.3","86.3","98.9","92.6","79.6","422","184","392","48",36.4,"16",12.1,7.4
"García, Avisaíl","541645","132","8.7",37.1,"113.3","87.4","99.3","92.1","84.7","427","147","412","49",37.1,"5",3.8,2.4
"Robert Jr., Luis","673357","131","16.7",36.6,"115.8","87.9","101.5","94.9","82.2","458","180","416","53",40.5,"17",13,7.5
"Eaton, Adam","594809","131","5.7",30.5,"109.8","87.8","98.9","90.9","85.6","434","144","410","50",38.2,"6",4.6,3.4
"Hicks, Aaron","543305","131","11.1",29.8,"109.5","88.2","99.7","93.2","84.8","428","154","389","50",38.2,"9",6.9,4.3
"Lopez, Nicky","670032","131","1.4",29.8,"104.6","84.9","95.5","91.2","81","396","126","396","35",26.7,"2",1.5,1
"Taylor, Chris","621035","131","9.1",33.6,"109.6","88","101","95.8","80.4","446","162","397","59",45,"15",11.5,7
"Moncada, Yoán","660162","130","13.9",33.8,"109.9","87.8","98.7","91.3","85.9","448","159","400","43",33.1,"8",6.2,3.5
"Vázquez, Christian","543877","130","14.4",33.1,"108.8","88.4","98.4","91.2","86.6","424","164","395","52",40,"6",4.6,3.2
"Urshela, Gio","570482","130","12.3",38.5,"111","91.4","100.2","93.6","89.9","412","178","383","53",40.8,"9",6.9,5.2
"Nola, Austin","543592","129","12.5",40.3,"110.1","89.7","99.9","92.3","88.8","424","174","396","56",43.4,"10",7.8,5.4
"Pujols, Albert","405395","128","16.4",30.5,"108.8","88.6","98.3","91.8","89.1","437","161","398","44",34.4,"7",5.5,4.3
"Grossman, Robbie","543257","128","15.2",33.6,"108.1","89","98.3","92","87","421","175","379","48",37.5,"7",5.5,3.6
"Hernández, Teoscar","606192","128","15.3",40.6,"115.9","93.3","104.8","98.2","86.6","466","195","418","68",53.1,"23",18,11.1
"Santander, Anthony","623993","128","24.7",40.6,"113.2","88.6","100","92.1","87.8","426","202","388","47",36.7,"13",10.2,7.9
"Bregman, Alex","608324","128","17.3",35.9,"105.6","88.9","97.4","90.3","88.8","412","184","395","43",33.6,"5",3.9,2.8
"Laureano, Ramón","657656","128","12.3",34.4,"111.3","87.7","99.2","93.7","84.1","441","168","402","44",34.4,"12",9.4,5.4
"Reynolds, Bryan","668804","128","10.2",35.2,"110.7","87.5","99.2","91.8","82.6","436","169","409","49",38.3,"13",10.2,6.3
"Crawford, Brandon","543063","127","12.4",35.4,"109.8","88.7","98.7","93.6","84.3","425","171","402","50",39.4,"12",9.4,6.2
"Cruz, Nelson","443558","127","9.4",39.4,"114.4","91.6","102.7","98","86.1","448","168","417","60",47.2,"19",15,8.9
"Moran, Colin","592567","127","8.3",32.3,"112","91.9","102.6","96.6","89.9","450","144","410","60",47.2,"17",13.4,8.5
"Iglesias, Jose","578428","126","7.6",43.7,"110.2","86.2","99.1","91.5","82.5","396","154","386","46",36.5,"4",3.2,2.7
"Bohm, Alec","664761","126","4.8",34.9,"109.6","90.2","101.5","93.6","87.6","446","145","412","59",46.8,"13",10.3,7.2
"Soto, Juan","665742","126","4.3",33.3,"113.3","92.1","104.2","99.5","86.3","466","161","416","65",51.6,"23",18.3,11.7
"Gordon, Alex","460086","126","11.6",34.1,"112.3","82.8","96.3","90.3","76.8","437","149","396","32",25.4,"4",3.2,2.2
"Molina, Yadier","425877","126","12.3",38.1,"104.2","84.7","95.3","90.2","81.8","413","163","385","32",25.4,"3",2.4,1.9
"Schwarber, Kyle","656941","125","8.8",28.8,"114.9","92.8","103.1","95.7","90.7","444","162","406","59",47.2,"14",11.2,6.3
"Schoop, Jonathan","570731","125","8.7",26.4,"114.4","87.2","100.2","92.9","86.9","442","137","408","42",33.6,"7",5.6,4
"Realmuto, J.T.","592663","125","11.6",32.8,"112.4","90.2","101.3","95.5","87.2","431","163","397","53",42.4,"17",13.6,8.7
"Turner, Justin","457759","125","17.5",40.8,"107.8","90.3","99.4","93.1","87","436","203","404","55",44,"14",11.2,8
"Dubón, Mauricio","643289","124","16.7",40.3,"106.3","86.2","96.6","89.7","82.8","416","190","380","38",30.6,"5",4,2.8
"Yelich, Christian","592885","124","7.1",32.3,"112","94","103.8","97.1","91.5","460","163","413","69",55.6,"15",12.1,6.1
"Dickerson, Alex","543105","122","17.8",30.3,"114.6","90.9","101.1","93.1","89.8","480","176","409","54",44.3,"13",10.7,7.6
"Akiyama, Shogo","673451","121","2.9",34.7,"104","85.1","94.9","90.8","80.8","385","133",,"32",26.4,"1",0.8,0.5
"Severino, Pedro","600474","121","9.5",36.4,"111.2","87.6","99.1","91.5","85","414","163","403","38",31.4,"9",7.4,5.1
"Margot, Manuel","622534","121","7.5",31.4,"108.2","89.4","98.9","91.3","88.7","417","142","417","41",33.9,"5",4.1,3.1
"Robles, Victor","645302","118","19",37.3,"109.2","82.2","94.7","86.3","78.2","385","159","376","27",22.9,"2",1.7,1.1
"Hosmer, Eric","543333","117","8.7",33.3,"112","90.8","102","94.4","88.9","443","167","408","55",47,"12",10.3,7.7
"d'Arnaud, Travis","518595","116","8.1",42.2,"109.7","93.4","103.4","96.2","90.1","434","175","414","67",57.8,"13",11.2,7.1
"Frazier, Todd","453943","115","20.5",33,"108.1","87.8","98.3","93.8","81.7","429","191","392","36",31.3,"6",5.2,3.5
"Perez, Salvador","521692","115","14.2",41.7,"110.4","91","101.1","94.4","86.5","447","198","415","54",47,"16",13.9,10.3
"Gallo, Joey","608336","114","26.8",28.1,"113.5","91.2","102","96.8","81.1","448","199","417","50",43.9,"16",14,7.1
"Shaw, Travis","543768","114","19.8",34.2,"112.8","90.9","101.5","93.7","89.8","448","198","399","51",44.7,"9",7.9,5
"Belt, Brandon","474832","113","18",40.7,"109.1","90.7","101.3","95.1","83.3","429","212","400","53",46.9,"19",16.8,10.6
"Ramos, Wilson","467092","112","6.5",26.8,"110.1","89","101","94.6","86.6","440","147","409","47",42,"8",7.1,5.2
"Heyward, Jason","518792","112","11.3",42,"108.1","87.6","99.3","90.9","85.1","416","162","383","45",40.2,"5",4.5,2.8
"Galvis, Freddy","520471","111","13.6",27,"107.7","87","96.5","92.5","82.9","400","157","375","31",27.9,"5",4.5,3.1
"Hampson, Garrett","641658","111","14.4",38.7,"105.6","86.3","96.4","89.1","82.8","428","177","410","26",23.4,"9",8.1,4.9
"Adames, Willy","642715","111","12.5",36.9,"109.1","88.8","100.6","96.1","83.4","426","162","395","45",40.5,"11",9.9,5.4
"Dozier, Hunter","641531","110","17",26.4,"110.3","86.4","98.3","89.4","86.5","442","171","406","34",30.9,"9",8.2,4.8
"Hernández, Enrique","571771","109","16.2",26.6,"110.2","88.5","99.7","93.2","86.7","414","164","381","47",43.1,"8",7.3,5.4
"Rosario, Amed","642708","109","4.2",30.3,"107.8","86.5","97.6","89.1","85.4","434","131","399","36",33,"4",3.7,2.7
"Lopes, Tim","621005","109","6.5",29.4,"109.1","87.2","98.5","92.3","85.3","376","137","374","43",39.4,"3",2.8,2
"Tsutsugo, Yoshi","660294","108","17.2",25,"108.9","90.2","100.5","95.2","88.4","437","171","395","51",47.2,"10",9.3,5.4
"Torres, Gleyber","650402","108","14.9",33.3,"110.2","88.6","98.8","91.1","85.9","438","179","423","41",38,"4",3.7,2.5
"Valaika, Pat","642162","108","18.2",38.9,"108.2","88.7","98.2","91.9","86.2","429","192","392","37",34.3,"9",8.3,6
"Piscotty, Stephen","572039","108","13.5",34.3,"111.1","88.1","99.2","92.7","84.7","454","163","415","43",39.8,"7",6.5,4.1
"Hoskins, Rhys","656555","108","25.1",32.4,"111.2","89.7","100.5","93.9","85.3","421","199","393","45",41.7,"16",14.8,8.6
"Mullins, Cedric","656775","107","15.9",23.4,"110.2","88.6","98.5","92.5","87.4","427","126","402","34",31.8,"3",2.8,2
"Rojas, Miguel","500743","107","12.2",38.3,"107","87.2","97.1","88.6","86.3","416","170","389","33",30.8,"1",0.9,0.7
"McMahon, Ryan","641857","107","9.2",27.1,"109.7","90.1","101.2","95.5","85.7","451","168","418","46",43,"12",11.2,6.2
"Markakis, Nick","455976","107","9.5",35.5,"106.1","89","99","90.6","89.5","394","156","392","45",42.1,"2",1.9,1.4
"DeJong, Paul","657557","106","21.7",41.5,"105.5","89.2","99","93.3","83.8","409","201","395","43",40.6,"8",7.5,4.6
"Encarnación, Edwin","429665","106","22.8",29.2,"112.9","85.4","98.6","92.4","79.1","448","186","408","35",33,"14",13.2,7.7
"Grandal, Yasmani","518735","105","15.6",38.1,"110.5","90.3","99.9","95.3","84.9","441","189","408","46",43.8,"8",7.6,4.1
"Upton, Justin","457708","105","18.6",25.7,"111.5","91.7","101.5","96.4","88.9","430","179","392","46",43.8,"9",8.6,5.4
"García Jr., Luis","671277","105","-3.6",27.6,"111.1","83.5","96.5","90.6","79.7","427","111","419","31",29.5,"5",4.8,3.6
"Moustakas, Mike","519058","105","16.3",36.2,"111.7","88.8","100","93","84.4","421","199","391","42",40,"10",9.5,6.1
"Moreland, Mitch","519048","104","12.5",31.7,"110.1","88.2","99.4","93.9","82","427","172","397","42",40.4,"15",14.4,9.9
"Winker, Jesse","608385","104","10.5",37.5,"113","92.1","101.6","95.3","89.5","447","176","392","51",49,"14",13.5,7.7
"France, Ty","664034","104","14.8",44.2,"108.2","85.7","97.1","91.5","81.1","446","176","425","31",29.8,"9",8.7,5.8
"Ohtani, Shohei","660271","103","9.2",32,"111.9","89.1","100.1","94.1","84.3","439","154","402","44",42.7,"11",10.7,6.3
"Murphy, Daniel","502517","103","15.5",35.9,"109.6","85.1","95.4","86.9","86.8","410","164","389","26",25.2,"5",4.9,3.8
"Braun, Ryan","460075","103","15.3",35.9,"110.2","89.8","100.3","92.6","90.3","426","173","397","42",40.8,"12",11.7,8.5
"Arraez, Luis","650333","102","12.1",43.1,"103.7","87.5","96.3","90.6","83.1","390","178",,"31",30.4,"4",3.9,3.3
"Simmons, Andrelton","592743","102","6",27.5,"105.8","86.5","96.4","87.8","89","359","113",,"32",31.4,"0",0,0
"Acuña Jr., Ronald","660670","100","18.1",34,"114.8","92.3","105.3","99.5","84.9","495","206","414","56",56,"16",16,7.9
"Hays, Austin","669720","99","11",27.3,"106.9","87","97.3","88.8","86.5","407","146","405","31",31.3,"4",4,3
"White, Evan","657108","99","13.7",26.3,"112.8","91.7","102.4","97.2","87.7","440","177","405","52",52.5,"14",14.1,6.9
"Mountcastle, Ryan","663624","98","10.8",34.7,"108.2","87.4","100.1","91.4","86.1","420","164","409","41",41.8,"7",7.1,5
"Chavis, Michael","656308","98","10",37.8,"108.3","88.3","99.3","93.2","84.2","428","159","410","37",37.8,"7",7.1,4.4
"Díaz, Yandy","650490","97","-7.9",24.7,"113","88.3","98.6","92.9","86.1","426","101","385","30",30.9,"2",2.1,1.4
"O'Neill, Tyler","641933","97","15.1",23.7,"107.4","88","99.3","95.4","79.8","438","174","404","38",39.2,"8",8.2,5.1
"Miller, Brad","543543","97","11.2",33,"110.3","89.8","100.7","95.2","85.7","446","170","409","42",43.3,"13",13.4,7.6
"Bichette, Bo","666182","96","12",37.5,"109.2","89.2","100.6","95.9","84.5","435","177","403","39",40.6,"12",12.5,9.4
"Kiermaier, Kevin","595281","96","-0.4",28.1,"110.2","87.7","99.4","95.4","84.2","427","118","413","40",41.7,"6",6.3,3.8
"Sanó, Miguel","593934","96","20.2",31.3,"115.8","95.2","107.1","101.3","91","458","203","412","55",57.3,"22",22.9,10.7
"Sogard, Eric","519299","96","15.2",43.8,"104.6","84.4","92.2","85.8","84","380","167","380","14",14.6,"0",0,0
"Buxton, Byron","621439","96","23.6",25,"111.9","91.2","102.6","96.8","86.6","442","187","410","46",47.9,"13",13.5,9.6
"Gardner, Brett","458731","96","15",35.4,"107.9","89.2","98.9","93.6","84.4","412","178","384","35",36.5,"5",5.2,3.2
"Madrigal, Nick","663611","96","4.3",30.2,"104.7","83.7","93.6","85.9","83.4","349","127",,"19",19.8,"0",0,0
"Tellez, Rowdy","642133","95","10.6",30.5,"117.4","90.7","103.1","95.9","88.1","459","161","409","43",45.3,"8",8.4,6.3
