"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Suzuki, Kurt","435559","95","18",31.6,"104","83.9","94.6","88.2","80.8","390","183","384","23",24.2,"3",3.2,2.3
"Polanco, Gregory","570256","95","20.8",36.8,"114.2","92.9","103.4","97","91","446","208","411","49",51.6,"12",12.6,6.9
"Naquin, Tyler","571980","95","13",34.7,"110.3","91.7","101.8","95","89.5","425","171","387","49",51.6,"9",9.5,6.4
"Castro, Willi","650489","94","11.3",38.3,"109.6","85.3","98.3","89.1","82.4","445","170","398","30",31.9,"9",9.6,6.4
"Inciarte, Ender","542255","94","8.4",29.8,"98.5","78.2","89.4","85.3","71.2","384","147","384","6",6.4,"1",1.1,0.8
"Moore, Dylan","664238","94","17.3",39.4,"109.8","90.4","100.9","95","85.5","436","188","398","42",44.7,"13",13.8,8.2
"Peraza, José","606299","94","20",37.2,"107.4","85.4","96.2","89.2","83.7","406","190","367","26",27.7,"4",4.3,3.3
"Kelly, Carson","608348","93","16.7",32.3,"105.4","86.3","97.3","89.4","84.6","425","173","394","32",34.4,"4",4.3,3.1
"Odor, Rougned","596059","93","20.7",28,"110.6","86","98.4","93.3","79.9","434","184","394","30",32.3,"11",11.8,7.4
"Panik, Joe","605412","93","9.3",34.4,"105.8","87.5","97","91.9","84.7","412","149","412","31",33.3,"1",1.1,0.7
"Smith, Will","669257","93","24.2",41.9,"108.8","90.8","100.2","94.5","81.3","439","218","396","44",47.3,"12",12.9,8.8
"Jansen, Danny","643376","93","16.3",35.5,"109.3","85.1","98.2","90.5","78","427","179","409","33",35.5,"8",8.6,5.4
"Carpenter, Matt","572761","92","17.1",44.6,"106.2","88.1","97.5","93.1","79.8","439","204","404","33",36.3,"9",9.8,5.3
"Goodwin, Brian","571718","92","20.7",41.3,"109.6","89.9","99.4","93.8","85","411","197","392","38",41.3,"10",10.9,6.1
"Mazara, Nomar","608577","92","6.7",28.3,"109.1","91","101","93.8","90.2","414","142","414","45",48.9,"7",7.6,4.7
"Sánchez, Gary","596142","92","19.2",29.3,"117.5","91.8","104","99","85.9","457","188","405","46",50,"16",17.4,9
"Goodrum, Niko","592348","92","16",34.8,"105.6","88.8","98.9","94.3","81.8","426","197","402","37",40.2,"9",9.8,5
"Giménez, Andrés","665926","91","13.5",30.8,"109.5","86.8","96.8","89.9","86.8","388","141","382","24",26.4,"3",3.3,2.3
"Bryant, Kris","592178","91","20.7",34.1,"108.8","86.1","97.6","92.4","79.9","446","181","420","29",31.9,"5",5.5,3.4
"Soler, Jorge","624585","90","15.5",36.7,"114","92.5","104.2","98","87.2","448","183","410","46",51.1,"17",18.9,9.8
"Gomes, Yan","543228","90","17.6",38.9,"105","89.9","97.9","92.2","86.5","410","188","397","34",37.8,"5",5.6,4.2
"Chapman, Matt","656305","89","24.1",40.4,"115.9","93.6","103.8","99","86.8","444","205","414","46",51.7,"16",18,10.5
"Choi, Ji Man","596847","89","15.7",30.3,"109.9","89","100","94.5","85.1","429","167","401","35",39.3,"3",3.4,2.1
"Cooper, Garrett","643265","89","9.5",39.3,"109.7","90.1","101","92.5","87.4","455","172","419","37",41.6,"9",10.1,6.8
"Stallings, Jacob","607732","88","12.4",31.8,"105","88.6","99.1","91","86","419","178","401","33",37.5,"4",4.5,2.8
"Frazier, Clint","640449","88","11.6",38.6,"108.8","89.4","100.2","94.5","82.7","410","180","381","38",43.2,"11",12.5,6.9
"Albies, Ozzie","645277","88","17.8",35.2,"106.5","86.7","97","91.2","84.5","424","172","409","25",28.4,"8",9.1,6.5
"Andrus, Elvis","462101","88","9.2",28.4,"109","88.5","98.4","94.2","86.5","420","148","391","33",37.5,"5",5.7,4.5
"Walsh, Jared","665120","87","13.1",29.9,"112.8","88.1","100.5","93.6","87","450","167","414","34",39.1,"11",12.6,10.2
"Joyce, Matt","459964","87","12.5",36.8,"106.2","86.7","96.4","91","81.7","404","181","395","28",32.2,"3",3.4,2
"Pederson, Joc","592626","87","12.5",26.4,"112.1","93","102.2","98.1","90.4","435","157","411","39",44.8,"9",10.3,6.5
"Hoerner, Nico","663538","86","0.8",26.7,"106.7","87.5","97.8","93.5","84","391","130",,"32",37.2,"1",1.2,0.8
"Maldonado, Martín","455117","86","19.1",38.4,"106.7","86.1","96.2","90","81.8","418","173","383","23",26.7,"7",8.1,4.2
"Berti, Jon","542932","86","7.2",32.6,"109.9","86.6","98.3","87.1","86.9","417","130","409","29",33.7,"3",3.5,2
"Renfroe, Hunter","592669","86","17.5",23.3,"111.9","89.6","100.9","96.5","85.7","445","167","406","34",39.5,"9",10.5,6.5
"Bote, David","623520","86","9.3",25.6,"110.3","92.4","102.3","95.8","91","455","150","414","45",52.3,"9",10.5,6.2
"Calhoun, Willie","641432","85","14.4",25.9,"106.6","89.3","98.9","90.5","92.4","392","152","371","33",38.8,"1",1.2,0.9
"Naylor, Josh","647304","85","7.8",28.2,"108.8","86.8","98.3","91.6","85.6","444","140","444","29",34.1,"3",3.5,2.9
"Camargo, Johan","622666","85","9.8",23.5,"106.3","87.3","98.1","93.3","83.6","442","150","399","28",32.9,"4",4.7,3.1
"Caratini, Victor","605170","85","6.2",25.9,"111","87.9","99.4","93.4","85","398","141","371","31",36.5,"3",3.5,2.3
"Meadows, Austin","640457","84","24.2",28.6,"108.6","90.3","100","94.4","85.4","445","208","407","37",44,"6",7.1,3.9
"Romine, Austin","519222","84","7.7",33.3,"111.6","87.9","101.3","91.7","87.9","418","142","389","40",47.6,"4",4.8,3
"Mendick, Danny","664901","83","7.4",30.1,"107.7","86.2","96.6","89.8","84.4","382","141","364","26",31.3,"2",2.4,1.8
"DeShields, Delino","592261","82","6.7",29.3,"102.8","84.6","94.5","89.2","81.8","374","122",,"16",19.5,"1",1.2,0.8
"Vogelbach, Daniel","596129","82","10.2",29.3,"111.4","89.5","100.4","95.7","84.2","441","157","408","34",41.5,"7",8.5,5.1
"Pham, Tommy","502054","82","2.4",22,"111.1","92.8","102.6","95.7","90.9","440","142","411","41",50,"6",7.3,4.8
"Kemp, Tony","643393","82","18.8",41.5,"99.8","85.8","93.1","88.3","82.9","386","183",,"13",15.9,"1",1.2,0.9
"Thames, Eric","519346","81","14.6",35.8,"105.8","88.7","99.4","95.3","83.6","429","177","410","38",46.9,"5",6.2,3.6
"Gyorko, Jedd","576397","81","15.3",35.8,"108","88.6","99.8","95.1","83.4","423","179","396","35",43.2,"13",16,9.6
"Tucker, Cole","657061","80","13.3",25,"104.9","83.1","95","87.3","83.5","402","129","402","20",25,"2",2.5,1.7
"Long Jr., Shed","643418","80","2.6",21.3,"107.5","87.1","97.8","94.6","83.8","414","112","411","26",32.5,"5",6.3,3.9
"Murphy, Sean","669221","79","14.7",31.6,"112.5","92.2","102.2","97.1","89.1","464","172","418","39",49.4,"10",12.7,7.1
"Kingery, Scott","664068","79","16.9",30.4,"105.8","85.3","97.1","92.1","78.2","403","166","389","25",31.6,"8",10.1,6.5
"Choo, Shin-Soo","425783","79","11.4",38,"111.2","90","99.6","95.1","86.1","405","158","397","28",35.4,"8",10.1,6.3
"Smoak, Justin","475253","78","15.3",33.3,"107","89.6","98.9","95.2","85.6","416","171","379","31",39.7,"3",3.8,2.3
"Taveras, Leody","665750","77","14.3",41.6,"107.8","88.9","100.1","91.9","88.1","404","164","393","32",41.6,"5",6.5,3.7
"O'Hearn, Ryan","656811","77","11.9",32.5,"105.4","90.7","99.8","95.8","86.1","433","173","421","34",44.2,"5",6.5,3.8
"Urías, Luis","649966","77","2.3",22.1,"107.4","87.7","96.6","91","87.4","402","105",,"21",27.3,"1",1.3,0.8
"Kendrick, Howie","435062","76","7.3",39.5,"109.6","88.8","100.3","92.9","85.1","414","155","406","30",39.5,"5",6.6,5
"Brinson, Lewis","621446","76","7.9",27.6,"112.2","88.1","100.5","93.4","84.8","431","145","416","28",36.8,"6",7.9,5.4
"Paredes, Isaac","670623","76","7.5",35.5,"107.3","86.5","96.7","89.5","85","386","150","386","20",26.3,"0",0,0
"Carlson, Dylan","666185","76","9.3",40.8,"108.3","87.4","99.3","96.6","77.8","413","168","400","32",42.1,"7",9.2,5.9
"Kemp, Matt","461314","76","11.9",38.2,"109.6","85.3","96.9","91","81","468","175","418","22",28.9,"6",7.9,4.5
"Gamel, Ben","592325","75","11.5",49.3,"108.2","87.9","98.1","91.8","84.8","425","166","406","24",32,"5",6.7,3.9
"Marmolejos, José","592530","75","10.5",33.3,"108.8","90.5","102.1","94.3","88.7","421","168","409","34",45.3,"9",12,7.8
"Kipnis, Jason","543401","75","18.2",28,"107","86.2","97","90.9","84.9","426","182","422","23",30.7,"7",9.3,5.2
"Stassi, Max","545358","72","15",31.9,"108","91.6","101","95.5","87.3","444","181","410","30",41.7,"8",11.1,7.6
"Holt, Brock","571788","72","10.5",27.8,"101.5","84","93.5","87.7","80.2","379","153",,"13",18.1,"1",1.4,0.9
"Olivares, Edward","658668","72","7.6",33.3,"109.7","82.7","95.8","91.8","76.7","399","142","399","20",27.8,"4",5.6,4
"Wolters, Tony","547172","72","8.2",40.3,"102.4","84.1","94","88.2","78","408","156",,"15",20.8,"0",0,0
"Bruce, Jay","457803","72","15.3",31.9,"109.2","89","100","92.3","85.5","447","185","408","28",38.9,"7",9.7,6.8
"Fuentes, Joshua","658069","71","10.6",39.4,"103.9","84","94.8","86.2","82.2","410","152","399","17",23.9,"1",1.4,1
"Tauchman, Mike","643565","70","10.6",34.3,"111.8","84.9","95.3","86.2","84.1","372","156",,"17",24.3,"1",1.4,0.9
"Barnhart, Tucker","571466","70","19.7",35.7,"104.9","85.4","94.9","90.5","79.6","414","178","391","13",18.6,"5",7.1,4.5
"Quinn, Roman","596451","70","9.7",21.4,"108.3","85.8","97.4","91.2","82.3","429","116","396","18",25.7,"2",2.9,1.7
"Judge, Aaron","592450","69","15.7",36.2,"113.1","92.2","102.7","93.9","92.2","468","197","414","28",40.6,"8",11.6,7
"McCann, James","543510","69","15",40.6,"108.5","90.5","100.2","94.7","86.6","443","185","403","33",47.8,"6",8.7,5.4
"Narváez, Omar","553882","69","18.7",36.2,"105.5","81.6","91.8","87.6","77.7","387","166","365","15",21.7,"5",7.2,4
"Cave, Jake","595909","69","8.5",27.5,"106.3","87.4","98.5","92.9","81.9","417","153","385","27",39.1,"3",4.3,2.4
"Harrison, Josh","543281","69","15.4",33.3,"103.2","83.8","94.4","87.2","83.2","429","170","411","16",23.2,"3",4.3,3.3
"Adell, Jo","666176","69","11.4",30.4,"115.5","90.6","101.2","93.2","90.9","437","157","407","25",36.2,"3",4.3,2.3
"Engel, Adam","641553","69","14",29,"111","87.2","98.7","89.5","87.3","430","146","398","22",31.9,"4",5.8,4.3
"Plawecki, Kevin","608700","68","12.7",33.8,"106.6","88.9","98.1","90.5","90.5","409","160","409","21",30.9,"3",4.4,3.4
"Maybin, Cameron","457727","68","8.9",26.5,"108.3","87.8","98.3","94.6","83.7","429","138","429","24",35.3,"4",5.9,4
"Varsho, Daulton","662139","68","18.4",27.9,"109.5","86.2","98.4","90.6","84.2","426","158","387","26",38.2,"3",4.4,2.6
"Wade, Tyler","642180","68","13.4",30.9,"105.5","86.6","96.4","91.3","84.7","383","151","369","19",27.9,"1",1.5,1
"Bader, Harrison","664056","67","15.7",35.8,"107.9","86","98.8","94.4","79.2","425","169","414","24",35.8,"8",11.9,6.4
"Kieboom, Carter","666198","67","11.9",31.3,"104.9","85.1","94.3","89.4","81.2","345","148",,"14",20.9,"0",0,0
"Ward, Taylor","621493","66","10.4",31.8,"108.6","91.1","101.4","94.2","87.5","392","168",,"31",47,"3",4.5,2.9
"Haseley, Adam","656514","66","0.3",34.8,"105.7","86.6","97.2","90.8","83.4","374","130",,"21",31.8,"1",1.5,1.1
"Rengifo, Luis","650859","66","3.8",21.2,"108","87.6","97.6","91","87.5","422","108","422","22",33.3,"1",1.5,0.9
"Adrianza, Ehire","501303","66","16",33.3,"103.1","85.9","94.4","89.7","81.6","399","181",,"16",24.2,"2",3,2
"Sandoval, Pablo","467055","66","8",28.8,"112.1","91.9","102.8","94.5","89.9","393","145","379","34",51.5,"2",3,2.1
"Dahl, David","621311","66","17",30.3,"103.6","85.9","94.5","88.9","82.2","415","178",,"15",22.7,"2",3,2
"Barnes, Austin","605131","65","16.2",21.5,"105.4","86.9","97.7","91.8","84.2","419","146","419","23",35.4,"1",1.5,1
"Hayes, Ke'Bryan","663647","65","7.4",35.4,"110.3","92.8","104.1","95.5","92","429","166","410","36",55.4,"6",9.2,6.3
"Taylor, Michael A.","572191","65","12.4",26.2,"108.6","89","99.6","92.7","84.9","429","163","418","24",36.9,"10",15.4,10.1
"Gosselin, Phil","594838","65","13.8",36.9,"110","85.3","97.6","90.6","81.1","396","168","385","19",29.2,"4",6.2,3.9
"Ruf, Darin","573131","64","12.5",34.4,"111.7","89.4","101.3","93.3","87.8","453","172","410","28",43.8,"6",9.4,6
"Toro, Abraham","647351","64","7.6",26.6,"107.9","86.1","96.3","90.6","85.2","438","139","402","18",28.1,"2",3.1,2.1
"Trevino, Jose","624431","64","10.6",31.3,"106.7","88.8","100.2","95.5","84.3","403","168","379","26",40.6,"8",12.5,9.6
"Jones, JaCoby","592444","64","11",35.9,"112.4","89.5","101.5","93.5","85.9","430","158","396","29",45.3,"7",10.9,6.5
"Slater, Austin","596103","64","10.9",45.3,"109.1","89.2","100.7","90.9","87.9","400","178","392","29",45.3,"9",14.1,8.7
"Hilliard, Sam","656541","63","10.8",20.6,"111","88.3","101.1","92","88.6","431","143","398","28",44.4,"6",9.5,5.3
"Lamb, Jake","571875","63","16.7",36.5,"108.3","90.2","100.3","95.1","84.7","412","191","399","32",50.8,"5",7.9,5.1
"Strange-Gordon, Dee","543829","62","14.1",30.6,"96","79.2","89.1","82.5","80.4","327","134",,"3",4.8,"0",0,0
"Bart, Joey","663698","62","12.6",29,"109.5","89","102.5","95.6","85","400","141",,"30",48.4,"3",4.8,2.7
"Osuna, José","591741","62","14.7",37.1,"110","89.1","100.3","93.3","85","429","191","388","26",41.9,"8",12.9,9.8
"Fowler, Dexter","451594","62","11.2",33.9,"106.9","84.5","96.1","88.6","80","386","175","383","17",27.4,"3",4.8,3
"Martínez, José A.","500874","61","6.2",31.1,"107","87.9","97.9","89.2","86.8","428","140","408","20",32.8,"3",4.9,3.1
"Stewart, Christin","621514","61","24.5",36.1,"105.5","85.7","96.2","90.1","82","410","195","407","18",29.5,"7",11.5,7.1
"Mercado, Óscar","640458","61","14.4",18,"110.8","88.2","97.6","89.9","91.1","371","148","371","20",32.8,"1",1.6,1.1
"Bonifacio, Jorge","593528","61","18.3",32.8,"106.9","82.9","95.3","90.4","78.5","402","167","400","17",27.9,"2",3.3,2.1
"Luplow, Jordan","656669","60","24.7",35,"107.5","83.5","95.3","91.7","77","402","170","373","15",25,"4",6.7,4.3
"Davis, Khris","501981","60","18.9",38.3,"107.1","87.7","98","93.6","77.3","400","192","382","19",31.7,"5",8.3,5.1
"Straw, Myles","664702","60","15.9",36.7,"102.6","87.4","95.1","89","85.4","403","187",,"13",21.7,"1",1.7,1.2
"Pérez, Roberto","547379","59","-2.5",23.7,"109","86","98","93.4","84","392","108","381","19",32.2,"2",3.4,1.8
"Ford, Mike","645801","59","8.4",30.5,"109.2","89.7","99.9","94","87.6","437","155","429","23",39,"4",6.8,4.8
"Rios, Edwin","621458","59","14.5",40.7,"110.8","91.5","101.7","96.6","83.6","434","207","399","27",45.8,"8",13.6,9.6
"Pérez, Michael","605421","58","14.5",48.3,"106.5","87.3","97.5","91.5","81.4","428","189","428","19",32.8,"6",10.3,6.5
"Donaldson, Josh","518626","58","6.2",24.1,"110.8","92.8","101.2","96.3","90.5","441","138","393","31",53.4,"4",6.9,3.9
"Sisco, Chance","642082","57","20",45.6,"104.4","88.8","98.4","91.8","85.3","398","201","388","21",36.8,"7",12.3,5.8
"Alfaro, Jorge","595751","57","2.8",31.6,"109.8","89.2","101.9","95.7","84.2","423","148","417","28",49.1,"4",7,4
"Brosseau, Mike","670712","56","15.1",37.5,"108.1","90.9","99.4","94.1","87","420","178","401","24",42.9,"5",8.9,5.1
"Locastro, Tim","641796","56","17.3",37.5,"108.1","85.6","95.7","88.7","81.5","427","164","401","12",21.4,"1",1.8,1.2
"Senzel, Nick","669222","56","16.3",33.9,"106.7","88.3","98","92.2","84.5","398","180","373","19",33.9,"2",3.6,2.6
"Torrens, Luis","620443","56","13.9",32.1,"107.1","93","100.7","96.4","92.5","390","159","336","32",57.1,"1",1.8,1.3
"Vogt, Stephen","519390","55","21.2",23.6,"105.3","87.3","97","90.6","82.1","419","196","363","17",30.9,"2",3.6,2.5
"Riddle, JT","595375","54","6.8",16.7,"106.5","88.8","97.4","94.4","86.8","417","133","417","15",27.8,"2",3.7,2.9
"Chirinos, Robinson","455139","54","13.8",25.9,"105.4","84.5","96","91.4","78.6","395","147","395","13",24.1,"1",1.9,1.2
"Guzmán, Ronald","608597","54","6",37,"110.8","86.3","98.1","91.3","84.7","431","155","407","18",33.3,"4",7.4,4.7
"Knapp, Andrew","595284","54","11.9",40.7,"104.3","86.8","97.3","92.6","80.9","409","162","402","18",33.3,"4",7.4,4.5
"Machín, Vimael","605353","53","6.4",35.8,"108","89.9","98.6","90.2","89.7","380","156",,"23",43.4,"0",0,0
"Díaz, Elias","553869","53","12.9",34,"110.1","87.4","100.3","94","84.5","408","169","399","22",41.5,"6",11.3,8.2
"Andujar, Miguel","609280","53","13.9",28.3,"106.7","85.9","98.2","89.6","86.9","422","142","422","20",37.7,"2",3.8,3.1
"Hedges, Austin","595978","52","18.6",25,"108.8","90.2","100.1","94.7","88.6","404","153","396","20",38.5,"4",7.7,4.8
"Ervin, Phillip","640447","52","16",25,"104.8","85.4","96.3","89.4","80.3","346","167",,"13",25,"0",0,0
"Stewart, DJ","621466","52","17.8",28.8,"107.8","91.4","103.5","97.9","87.8","415","152","386","24",46.2,"10",19.2,8.9
"Araúz, Jonathan","660620","51","9.4",41.2,"106.6","85.6","96.2","86.4","86.5","375","159","347","13",25.5,"0",0,0
"Dyson, Jarrod","502481","51","5.7",23.5,"103.3","82.7","92.6","85.6","82.3","346","113",,"9",17.6,"0",0,0
"McBroom, Ryan","643436","51","20.1",29.4,"108.2","89","98.8","90.5","87.8","430","197","414","16",31.4,"7",13.7,8.2
"Farmer, Kyle","571657","51","18.2",37.3,"106.9","89.6","98.7","92.7","85.2","390","189",,"23",45.1,"3",5.9,4.3
"García, Leury","544725","50","7.5",26,"106.7","87.3","96","91.8","83.6","419","154","397","13",26,"3",6,4.8
"Stanton, Giancarlo","519317","49","8.3",38.8,"121.3","91.1","108.2","97.4","89","483","155","439","25",51,"9",18.4,9.6
"Hechavarría, Adeiny","588751","47","11.2",21.3,"105.1","82.9","95.4","85.7","81.2","359","139",,"11",23.4,"0",0,0
"Castro, Jason","488771","47","19.7",42.6,"111.1","92.7","102","94.6","91.1","426","220","424","26",55.3,"7",14.9,7.6
"Rojas, Josh","668942","47","5.4",38.3,"104.2","86","95.5","91","82.7","384","154",,"13",27.7,"0",0,0
"Castro, Starlin","516770","47","16.8",27.7,"109.6","87.1","97.1","89","87.2","424","175","401","14",29.8,"2",4.3,3.2
"Casali, Curt","592200","47","22.1",40.4,"104.7","88.6","97.8","91.5","81.7","403","227","387","20",42.6,"3",6.4,3.2
"Díaz, Aledmys","649557","46","10.2",37,"104.7","87.3","96.2","93.7","84.1","416","171","384","12",26.1,"1",2.2,1.7
"Espinal, Santiago","669289","46","14.5",45.7,"104.4","87.3","96.6","91.1","81.4","371","167",,"13",28.3,"1",2.2,1.5
"VanMeter, Josh","642165","46","15.1",23.9,"108.5","89","99","93.3","88.3","420","169","400","17",37,"3",6.5,3.8
"Garcia, Greg","594824","46","11.1",23.9,"102.4","83.4","91.4","86.2","81.4","335","129",,"5",10.9,"0",0,0
"Santana, Domingo","570267","45","5.4",26.7,"113.3","85.5","100.6","94.2","82.1","454","120","423","15",33.3,"3",6.7,3.6
"Tejeda, Anderson","660731","45","14.3",26.7,"112.2","90.8","102.3","99.8","86.7","451","153","411","19",42.2,"6",13.3,7.8
"León, Sandy","506702","45","17.9",37.8,"108.1","84.9","96.8","92.4","77.5","439","167","408","13",28.9,"2",4.4,2.5
"Smith Jr., Dwight","596105","45","8.1",22.2,"112","89.9","100.4","90.3","91.2","415","141","402","20",44.4,"3",6.7,4.2
"Lux, Gavin","666158","44","13.9",29.5,"105.6","87.1","97.2","91.6","86","453","169","418","12",27.3,"3",6.8,4.3
"Velazquez, Andrew","623205","44","6.7",11.4,"108.4","82.4","92.8","86.6","81.5","395","105",,"7",15.9,"2",4.5,2.6
"Tromp, Chadwick","644433","43","10.1",25.6,"107.6","90.1","98.9","93.5","88.4","445","162","410","16",37.2,"4",9.3,6.3
"Pinder, Chad","640461","43","13.7",18.6,"114.6","92.3","102","96.8","88.4","422","156","417","19",44.2,"4",9.3,6.6
"Gallagher, Cam","595956","43","14.9",37.2,"102","82.7","93.2","89.4","80.1","382","147","382","10",23.3,"0",0,0
"Arozarena, Randy","668227","43","9.2",32.6,"113.1","90.3","102.1","96.8","86.1","431","158","393","19",44.2,"6",14,7.9
"Vargas, Ildemaro","545121","42","2.1",23.8,"103.4","85.3","96","89.5","85.4","401","115","401","12",28.6,"1",2.4,1.9
"Barrero, José","676480","41","7.7",31.7,"107.8","86.6","98.2","87","88.7","406","147",,"15",36.6,"1",2.4,1.5
"Heineman, Scott","595981","41","8.3",26.8,"104.6","87","97","94.1","81.6","392","155","337","13",31.7,"2",4.9,3.7
"Dalbec, Bobby","666915","41","14.8",36.6,"110.4","89.9","102.5","99.8","79.1","449","198","399","18",43.9,"9",22,9.8
"Guillorme, Luis","641645","41","10.7",46.3,"103.6","89.8","96.1","92.1","87.8","386","160",,"13",31.7,"1",2.4,1.5
"Jay, Jon","445055","41","12.4",41.5,"103.9","84.8","94.1","89.4","78.3","401","189","378","11",26.8,"2",4.9,3.5
"Dietrich, Derek","518618","40","12.6",47.5,"107.3","85.4","98.4","94.1","75.9","401","175","386","14",35,"5",12.5,6.7
"Cervelli, Francisco","465041","39","13.3",38.5,"108.3","89","99.6","95.7","82.8","399","174","365","15",38.5,"3",7.7,4.8
"Lowe, Nathaniel","663993","39","7.1",41,"114.8","88.9","101.3","94.9","82","420","164","391","17",43.6,"6",15.4,7.9
"Arroyo, Christian","624414","39","7.8",23.1,"107.5","89.9","100.2","93.8","87.2","418","154","399","16",41,"3",7.7,5.6
"Mathis, Jeff","425772","39","20.6",43.6,"104.1","89.6","98.4","93","86.6","403","195","402","16",41,"3",7.7,4.4
"Cameron, Daz","663662","38","9.3",34.2,"108.7","87.1","97.7","93.5","82.8","404","164",,"10",26.3,"1",2.6,1.7
"Zunino, Mike","572287","38","27",36.8,"113.7","88.2","102","97.8","67","428","204","414","15",39.5,"7",18.4,8.3
"Lin, Tzu-Wei","624407","38","13.7",28.9,"102.2","85.5","93.2","86.2","84.8","393","155",,"5",13.2,"1",2.6,1.8
"Bemboom, Anthony","621532","38","11.8",36.8,"104.5","86.7","96","91.8","82.3","417","151","388","11",28.9,"1",2.6,1.7
"Sierra, Magneuris","642423","38","3.8",28.9,"105.6","83.7","93.3","83.1","84.2","374","121",,"7",18.4,"0",0,0
"Heineman, Tyler","623168","38","34.3",21.1,"100.3","82.4","89.9","86.3","82.3","398","157",,"4",10.5,"1",2.6,2
"Castro, Harold","605612","38","11.6",44.7,"102.7","89","97.5","94.8","83.1","372","158",,"14",36.8,"1",2.6,1.9
"Drury, Brandon","592273","38","19.2",34.2,"108.8","82.1","95.5","90.3","77.2","370","181",,"10",26.3,"2",5.3,4.1
"Chisholm Jr., Jazz","665862","37","15.6",27,"106.2","87.1","95.7","92.9","80.3","406","175","405","11",29.7,"4",10.8,6.5
"Higashioka, Kyle","543309","37","18.5",35.1,"106.4","89.7","98","92.5","86.4","428","184","398","11",29.7,"5",13.5,10.4
"Pence, Hunter","452254","37","4.2",32.4,"108","87.6","100.2","93.9","84.7","406","135","372","17",45.9,"3",8.1,5.4
"Jeffers, Ryan","680777","36","10.3",27.8,"112.9","91.6","101.9","99.4","87.1","437","153","428","15",41.7,"5",13.9,8.1
"Garver, Mitch","641598","36","18.6",30.6,"109.8","92.4","103.3","92.7","93.7","417","178","415","18",50,"3",8.3,3.7
"Phillips, Brett","621433","36","13.7",44.4,"106.4","84.9","95.1","90.1","79.4","422","184","400","8",22.2,"3",8.3,5.1
"Beaty, Matt","607461","36","7.9",38.9,"104.8","90","99.8","92.2","88.6","430","161","392","15",41.7,"1",2.8,1.9
"Heim, Jonah","641680","35","14.9",25.7,"103.1","86","97.3","90.8","87.1","382","144",,"13",37.1,"2",5.7,4.9
"Davis, Chris","448801","35","6.2",25.7,"105.3","85.8","95","90.9","81.5","374","135",,"8",22.9,"1",2.9,1.8
"Flowers, Tyler","452095","35","16.2",48.6,"107.8","93","100.4","94.9","93","400","205","400","16",45.7,"3",8.6,3.8
"Cordero, Franchy","614173","34","-1.1",35.3,"111.8","91.2","103.2","95.1","88.7","430","135","427","16",47.1,"4",11.8,9.5
"Haggerty, Sam","664059","34","13",44.1,"106.1","90.6","100.3","93.4","86.8","385","169","365","14",41.2,"1",2.9,1.9
"Muñoz, Yairo","622168","34","13",35.3,"104.4","89.2","97.6","94.6","86.6","395","150","395","13",38.2,"1",2.9,2.2
"McGuire, Reese","624512","34","1.5",8.8,"103","82.1","92.2","88.7","83","379","71","379","5",14.7,"1",2.9,2.2
"Wallach, Chad","595453","33","11.3",27.3,"105.5","87.6","97.1","93.2","83.5","413","148","413","9",27.3,"3",9.1,6.3
"Starling, Bubba","605490","33","8.1",36.4,"109.4","84.2","98.1","88.1","81","365","137","365","10",30.3,"1",3,1.6
"White, Eli","642201","33","15.4",33.3,"103.5","88.1","97.4","90.6","88.7","369","167",,"11",33.3,"1",3,1.9
"Smith, Mallex","605480","32","2.1",12.5,"100.1","83.7","92.7","85.1","83.1","322","105",,"6",18.8,"0",0,0
"Santana, Danny","542454","32","14.7",28.1,"107.6","90.9","100","94.1","88.6","397","174","390","15",46.9,"3",9.4,4.8
"Evans, Phillip","595943","32","7.6",31.3,"109.8","85.5","98.3","91.4","81.8","411","146","411","11",34.4,"1",3.1,2.2
"Adams, Matt","571431","31","21.4",32.3,"108.6","90.1","99.7","95.2","86.1","432","191","394","14",45.2,"3",9.7,5.9
"Murphy, John Ryan","571974","31","7.3",38.7,"105.6","83","99.1","94","73.6","394","153",,"12",38.7,"3",9.7,4.8
"Ravelo, Rangel","592660","31","11.7",32.3,"103.7","84.8","95","90.3","81.4","374","145","362","10",32.3,"2",6.5,4.9
"Smith, Pavin","656976","31","8.1",32.3,"104.8","86.6","98","90.9","87.8","410","151","410","9",29,"2",6.5,4.5
"Greiner, Grayson","606988","31","25.1",22.6,"112.1","90","100.6","95.4","82.2","418","191","390","13",41.9,"3",9.7,5.5
"Owings, Chris","572008","30","18",23.3,"103.3","86.9","97.1","91.1","82.3","418","193","400","9",30,"1",3.3,2.3
"Butera, Drew","460077","30","22.5",16.7,"99.4","85.9","93.4","89","87.3","389","144",,"5",16.7,"0",0,0
"Taylor, Tyrone","621438","30","14.1",30,"105.1","87.3","99.2","95.7","81.7","423","175","421","13",43.3,"4",13.3,9.8
"Wade Jr., LaMonte","664774","30","15.3",26.7,"105.6","85","97.5","88.8","81.2","374","160",,"9",30,"0",0,0
"Mayfield, Jack","608686","30","24.4",23.3,"106.5","87.4","97.1","87.6","89.3","363","159",,"8",26.7,"0",0,0
