"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Raleigh, Cal","663728","88","17.1",37.5,"113.1","88","98.9","93.3","83.2","444","168","423","31",35.2,"6",6.8,4.1
"Pérez, Roberto","547379","87","6.9",25.3,"110","91","102.2","96","86.9","430","155","406","36",41.4,"11",12.6,6.8
"Knapp, Andrew","595284","86","13.1",26.7,"111.6","86.2","98.4","91.9","80.7","411","158","407","27",31.4,"3",3.5,1.9
"Mondesi, Adalberto","609275","86","16.1",29.1,"112.6","92.3","101.2","97.8","87.5","464","163","419","38",44.2,"11",12.8,8.1
"Santana, Danny","542454","86","16.6",26.7,"110.4","87.6","98.7","93.1","84.7","432","172","403","29",33.7,"6",7,4.7
"Tucker, Cole","657061","85","8.5",27.1,"106.7","86.7","96.8","89.1","85.2","395","140","377","25",29.4,"2",2.4,1.5
"Mercer, Jordy","474568","84","13.2",42.9,"106.4","86.7","98","92.7","79.1","395","165","383","28",33.3,"3",3.6,2.4
"Hamilton, Billy","571740","84","18.6",38.1,"103.8","83.9","95.2","86.3","84.2","375","155","366","17",20.2,"1",1.2,0.7
"Olivares, Edward","658668","84","7.9",25,"109.1","87.3","97.7","90.6","84.2","417","147","383","26",31,"5",6,4.5
"Trammell, Taylor","666211","83","14.9",30.1,"109.1","85.9","98.8","95.2","78.8","426","148","389","31",37.3,"6",7.2,3.4
"Nootbaar, Lars","663457","83","12.1",24.1,"109.5","89.1","98.5","90.6","89.9","449","153","414","30",36.1,"4",4.8,3.2
"Hicks, Aaron","543305","80","19.1",36.3,"109.6","89.3","99.4","94.7","85.6","420","181","405","31",38.8,"8",10,6.3
"Chavis, Michael","656308","80","8.1",37.5,"109.4","89.7","99.7","93","87.9","429","149","406","33",41.3,"4",5,3.2
"Maton, Nick","665155","80","17.3",37.5,"108.8","87.8","97.7","90.9","82.2","403","181","397","28",35,"5",6.3,3.8
"Ruiz, Keibert","660688","79","18.6",30.4,"106.5","86","95.6","88.4","87.2","405","167","385","24",30.4,"2",2.5,2.1
"Cordero, Franchy","614173","77","7.7",32.5,"118.6","88.6","101.8","95.3","82.5","474","140","474","31",40.3,"4",5.2,2.9
"Valera, Breyvic","591971","77","15.3",33.8,"104.8","86","94.8","89","83.5","388","158","358","15",19.5,"0",0,0
"Trout, Mike","545361","76","12.9",38.2,"115.5","91.9","105.1","97.8","87","464","180","414","40",52.6,"14",18.4,9.6
"Williams, Luke","663897","75","3.2",24,"106.9","84.7","95.5","85.3","85.9","381","109","377","19",25.3,"0",0,0
"Alford, Anthony","546990","75","11.8",36,"110.9","89","100.7","93","82.9","469","190","415","32",42.7,"8",10.7,5.4
"Jones, Taylor","622100","75","12.8",32,"114.2","90.6","101.1","93.9","89","399","156","380","32",42.7,"5",6.7,4.6
"Tom, Ka'ai","664789","75","9.5",32,"109.1","84.2","97.4","91.7","79.9","411","150","397","22",29.3,"3",4,2.3
"Williams, Justin","642211","73","3.9",37,"115","92.1","103.2","97.1","88.3","419","149","408","38",52.1,"8",11,5.8
"Long Jr., Shed","643418","73","1.7",24.7,"110.2","87.6","97.6","93.6","84.7","423","122","398","26",35.6,"3",4.1,2.5
"Davis, Khris","501981","73","13.6",30.1,"110.9","89.9","100.4","97.1","84.7","440","164","417","33",45.2,"8",11,7
"Martin, Richie","621006","72","8.3",29.2,"104.4","85.8","96.6","86.7","87.9","384","125","320","21",29.2,"0",0,0
"Rogers, Jake","668670","70","26.9",42.9,"107.3","90.7","100.4","92.4","90.7","426","208","403","27",38.6,"8",11.4,6.3
"Rivera, Emmanuel","656896","69","7.2",36.2,"108.8","91.1","100.9","94.1","89","372","151","370","33",47.8,"1",1.4,1
"Barrera, Tres","668663","69","11.2",34.8,"101.4","82","94","85.1","81.7","420","133","408","17",24.6,"4",5.8,3.7
"Parra, Gerardo","467827","69","15.7",36.2,"104.4","87.5","96","90.7","82.6","408","178","394","20",29,"1",1.4,0.9
"Marmolejos, José","592530","68","22.7",30.9,"114.1","89.4","98.8","94.1","82.8","424","185","385","24",35.3,"7",10.3,5.7
"Duran, Jarren","680776","68","7.8",38.2,"108.2","89.6","99","93.6","87.2","403","150","356","27",39.7,"3",4.4,2.7
"Garlick, Kyle","664247","68","20.1",36.8,"109.3","88.4","100.4","95.3","81.3","442","180","401","28",41.2,"9",13.2,8.4
"White, Evan","657108","66","19.6",30.3,"110.7","85.2","96.9","91.4","81.3","421","154","419","19",28.8,"3",4.5,2.9
"García, Robel","596825","66","14.3",19.7,"107.8","86.5","98","90.5","85","392","150","362","22",33.3,"1",1.5,0.9
"Rondon, José","602922","65","19.6",35.4,"107.3","86.1","98.2","91.7","81.9","405","177","385","22",33.8,"3",4.6,3.3
"Cameron, Daz","663662","65","11.9",36.9,"112.6","88.7","100.1","93.1","84.6","415","178","393","28",43.1,"5",7.7,4.3
"Smith, Kevan","607345","64","5.7",26.6,"108.9","87.5","98.5","91.8","84.7","392","137",,"22",34.4,"1",1.6,0.9
"Pozo, Yohel","650968","64","14.6",35.9,"107.9","87.7","98.9","91.9","88.2","397","164","396","24",37.5,"2",3.1,2.6
"Leyba, Domingo","642736","64","13.8",32.8,"108.8","80.9","92.5","84.4","78.9","405","158","398","10",15.6,"3",4.7,3.1
"Arcia, Orlando","606115","63","8.9",27,"108.4","88.2","98.3","90.7","89","430","132","396","24",38.1,"2",3.2,2.2
"Paredes, Isaac","670623","63","18",31.7,"106.4","85.5","96.4","88.7","83.9","377","169","377","16",25.4,"1",1.6,1.2
"Reyes, Pablo","622569","63","15",28.6,"107.5","87.1","97.5","91.7","84.8","385","157","385","23",36.5,"2",3.2,2.3
"Chirinos, Robinson","455139","62","21.7",29,"109.2","89.4","99.5","91.2","90.4","444","189","399","28",45.2,"5",8.1,4.5
"Mazeika, Patrick","664850","62","12.2",29,"102.2","87","94.8","91.9","82.4","364","144","364","13",21,"1",1.6,1.1
"Drury, Brandon","592273","62","11.7",24.2,"109.3","89.7","101.4","94.7","87.2","410","147","393","29",46.8,"4",6.5,4.5
"Garcia, Aramis","605244","62","9.7",27.4,"106.9","88.5","98","93.2","86","408","133","381","23",37.1,"3",4.8,3.2
"Rortvedt, Ben","666163","62","13.7",25.8,"111.4","84.6","97.4","92","76.8","417","156","399","18",29,"4",6.5,4.1
"Davis, Jonathan","641505","62","7.7",25.8,"107.4","85.1","95.9","89.5","79.8","400","161","384","16",25.8,"4",6.5,3.9
"Vargas, Ildemaro","545121","60","2.8",28.3,"105","84.6","96.3","87","85.1","385","119",,"17",28.3,"1",1.7,1.2
"Inciarte, Ender","542255","60","12.9",30,"104.3","84.2","92.6","87.9","82.6","383","134","380","9",15,"2",3.3,2.2
"Adams, Riley","656180","59","11.7",44.1,"110.1","88.4","102.1","93.7","82.2","412","171","394","25",42.4,"8",13.6,6.7
"Haggerty, Sam","664059","59","7.6",35.6,"106.8","87.5","99.6","93.5","83.7","409","142","408","23",39,"3",5.1,3.2
"Castro, Rodolfo","666801","59","8.6",25.4,"112.5","89","100.3","95.8","83.9","437","155","409","22",37.3,"6",10.2,6.5
"Jackson, Alex","656577","58","20.7",32.8,"114.3","89.6","102.1","92.4","87.5","411","176","403","24",41.4,"4",6.9,2.6
"Jones, JaCoby","592444","58","10.3",41.4,"107.3","89.4","99.1","94.5","84.6","387","163","380","21",36.2,"5",8.6,4.8
"Zavala, Seby","664874","56","16.2",26.8,"106.6","88","99","93.4","78.7","411","175","389","19",34.5,"5",8.9,4.8
"Rivas, Webster","593590","53","10.2",26.4,"106.3","86.6","96.9","87.6","86.1","393","117","391","17",32.1,"2",3.8,2.6
"Avila, Alex","488671","53","10.8",39.6,"108.9","88.6","99.4","93","82.4","398","178","398","23",43.4,"6",11.3,5.4
"Sisco, Chance","642082","53","13.8",24.5,"100.5","83.7","91.7","87.8","81","389","135",,"5",9.4,"1",1.9,1.2
"Vosler, Jason","613564","53","18.6",28.3,"108.6","88.5","99.4","92.4","85.6","429","158","394","19",35.8,"5",9.4,6.1
"Isbel, Kyle","664728","53","19",32.1,"111","87.3","99","91.1","90.1","380","163","373","16",30.2,"2",3.8,2.4
"Araúz, Jonathan","660620","52","17.3",21.2,"104.1","85.9","96.2","88.9","88.1","416","137","401","16",30.8,"2",3.8,2.7
"Vierling, Matt","663837","52","6.3",30.8,"111.5","91.5","104.4","91.2","92.3","433","137","426","28",53.8,"2",3.8,2.6
"Johnson, Daniel","669288","50","20.5",36,"108","89.3","99.4","93.4","83.8","425","194","405","22",44,"4",8,4.9
"Walton, Donovan","622268","50","9.4",34,"107.2","88","95.9","91.4","85.6","388","146","371","11",22,"4",8,5.8
"Sandoval, Pablo","467055","48","14",41.7,"111.5","91.5","101.9","95.1","91.8","430","186","408","23",47.9,"5",10.4,5.8
"Robertson, Daniel","621002","47","10.4",29.8,"106.6","82.9","93.7","85.9","80.6","406","163","403","11",23.4,"3",6.4,3.3
"Young, Andrew","670370","47","13.3",44.7,"115.9","88.8","102.3","96.8","80.7","442","203","402","22",46.8,"8",17,7.7
"Urías, Julio","628711","47","8.4",19.1,"104.4","86.8","95.2","89.6","87.7","383","94",,"12",25.5,"1",2.1,1.4
"Wong, Kean","642221","47","5.7",36.2,"104.8","82.3","92.6","83.9","82.1","397","130",,"7",14.9,"3",6.4,4.5
"Márquez, Germán","608566","47","6.4",34,"109.4","85.3","97.5","92.4","78.4","418","129","418","11",23.4,"1",2.1,1.7
"Garneau, Dustin","572863","46","19.2",32.6,"106.4","86.4","99.2","95.2","73","416","185","389","20",43.5,"5",10.9,7.4
"Wainwright, Adam","425794","46","4.7",13,"109.8","86.1","98.9","85.5","87.6","398","73",,"11",23.9,"1",2.2,1.4
"Alvarez, Eddy","657193","46","13.4",41.3,"107.6","89.7","97.8","93.4","85.3","418","186","418","17",37,"3",6.5,4.1
"Celestino, Gilberto","665482","45","5.4",35.6,"111.4","87.2","97.1","93.9","84.3","412","146","391","14",31.1,"3",6.7,4.8
"Fried, Max","608331","45","-0.5",28.9,"105.8","90.3","99","93.1","87.8","373","118",,"15",33.3,"0",0,0
"Bolt, Skye","621450","44","10.8",15.9,"103.8","86.4","95.7","90.5","84.3","410","135","410","12",27.3,"1",2.3,1.7
"Velazquez, Andrew","623205","44","9.5",45.5,"109.2","90.2","100.4","95.8","87.2","392","165","359","19",43.2,"6",13.6,8.8
"Miley, Wade","489119","43","1.7",27.9,"104.8","86.2","95.7","85.4","87","370","106",,"11",25.6,"0",0,0
"Mahle, Tyler","641816","43","-9.9",16.3,"102.6","84.9","94.9","93.4","82.6","357","68",,"8",18.6,"1",2.3,1.5
"Rivera, René","425784","43","13",30.2,"106.5","88.5","100.2","94.1","84.2","418","141","412","17",39.5,"4",9.3,5.1
"Marchán, Rafael","665561","42","17.5",26.2,"103","83.8","94.9","86.9","86","396","154","396","8",19,"0",0,0
"Ellis, Drew","656403","42","23.1",26.2,"102.8","81.8","92.9","86.4","78.3","403","178","403","11",26.2,"1",2.4,1.2
"Greiner, Grayson","606988","42","15.4",31,"108.5","85.4","97.1","91.8","82.6","399","157","365","12",28.6,"2",4.8,2.4
"Wilkerson, Stevie","592859","42","4.5",33.3,"103","85","95.2","90.3","81.4","349","127",,"10",23.8,"0",0,0
"Blandino, Alex","607468","42","13.6",33.3,"107.2","85.4","97","88.9","85.5","373","154",,"13",31,"0",0,0
"Raley, Luke","670042","41","3.9",34.1,"113.5","90.3","100.8","96.3","85.9","472","152","454","16",39,"5",12.2,6.9
"Jones, Jahmai","663330","41","19.5",29.3,"107.4","87.4","97.2","92.7","86.4","388","168",,"11",26.8,"1",2.4,1.4
"Joyce, Matt","459964","40","14.8",25,"105.7","85.7","96.4","92.9","80.7","389","160","383","11",27.5,"4",10,5.8
"Pache, Cristian","665506","40","8",20,"104.7","81.7","95.3","84.4","82.5","411","112","411","11",27.5,"2",5,2.9
"Ramos, Henry","592656","39","13.7",23.1,"109.5","87.3","98.5","90.6","87.9","395","139","395","12",30.8,"2",5.1,3.6
"Neuse, Sheldon","641914","39","13.2",30.8,"108.7","88.8","99.7","93","83.4","430","186","410","16",41,"5",12.8,7.6
"Freeman, Mike","502273","39","11.1",30.8,"103.6","80.1","91.9","83.8","75.9","320","133",,"7",17.9,"0",0,0
"DeShields, Delino","592261","38","13",31.6,"103.3","88.2","98.1","92.1","83.4","420","173","420","15",39.5,"3",7.9,5.2
"Romine, Austin","519222","38","9.7",23.7,"111.8","87.3","99.6","88.4","87.7","383","141","383","13",34.2,"2",5.3,3.2
"Craig, Will","643269","38","2.8",28.9,"107.8","79.9","94","84.8","76","395","125","395","6",15.8,"2",5.3,3.1
"Fargas, Johneshwy","641561","38","6.8",34.2,"103.6","83.1","94.6","85.1","84.8","353","121",,"9",23.7,"0",0,0
"Ford, Mike","645801","37","15.6",35.1,"109.3","90.9","101.5","94.4","87.6","447","184","400","18",48.6,"7",18.9,9.7
"McCarthy, Jake","664983","37","2.3",18.9,"109.1","80","92.6","86.7","75","375","134","372","5",13.5,"1",2.7,1.4
"Núñez, Renato","600524","37","14",21.6,"109.6","85","98.3","91.7","81.3","396","148","372","13",35.1,"1",2.7,1.8
"Romine, Andrew","461865","36","7.1",36.1,"101.8","80.5","91.4","85.7","75.7","370","142","365","6",16.7,"0",0,0
"Davies, Zach","605200","36","8.7",16.7,"97","82.6","91.3","85.6","81.6","331","90",,"1",2.8,"0",0,0
"Corbin, Patrick","571578","36","1.1",8.3,"107.3","85.4","94.9","75.8","88.8","271","58",,"7",19.4,"0",0,0
"O'Grady, Brian","657434","36","21.5",22.2,"106","89.6","100.1","90.8","93.7","407","187","386","16",44.4,"2",5.6,3.3
"Castillo, Luis","622491","35","0.8",14.3,"104.5","84","95.1","83.9","85.6","396","79",,"7",20,"1",2.9,1.7
"Almora Jr., Albert","546991","35","7.7",22.9,"106.4","90.3","98.4","95.9","90.2","382","130",,"16",45.7,"0",0,0
"Marcano, Tucupita","672779","35","-0.9",20,"104.4","85.1","95.8","88","83.6","371","111",,"11",31.4,"0",0,0
"Scherzer, Max","453286","35","-4.6",17.1,"109.6","85.6","95.8","92.2","83.2","359","82",,"8",22.9,"0",0,0
"Wheeler, Zack","554430","34","-2.6",23.5,"109.3","83.7","94.2","86.3","81.7","356","95",,"5",14.7,"0",0,0
"Musgrove, Joe","605397","33","5.1",12.1,"108.6","82.8","94.7","87.8","81.2","320","89",,"6",18.2,"0",0,0
"Hendricks, Kyle","543294","33","-1.8",12.1,"100.6","83.6","92.9","85.4","82.6","301","73",,"4",12.1,"0",0,0
"Barrero, José","676480","33","20.6",24.2,"109.1","89.3","98.5","90.3","90.4","402","181",,"12",36.4,"3",9.1,5.4
"Rios, Edwin","621458","33","11.1",27.3,"113.5","90","101.1","97.3","83.3","409","172","409","15",45.5,"4",12.1,6.7
"Quinn, Roman","596451","33","11.2",33.3,"109.4","86.4","98.6","88.9","85.8","377","129",,"9",27.3,"1",3,1.6
"Buehler, Walker","621111","32","-7.6",12.5,"104.4","85.7","98.3","94.3","84.6","362","69",,"8",25,"0",0,0
"Senzatela, Antonio","622608","32","-4.2",12.5,"100.9","79.8","91.6","88.6","74.9","371","72",,"3",9.4,"0",0,0
"Trejo, Alan","676701","32","10.9",40.6,"103.9","87.7","98.6","90.5","85.7","433","168","433","13",40.6,"1",3.1,2
"Gray, Sonny","543243","32","-9",12.5,"99","77.7","88.3","75.6","79.3","324","58",,"1",3.1,"0",0,0
"Devers, José","672701","31","8.7",32.3,"106","83.7","95.2","87","84.1","340","136",,"8",25.8,"0",0,0
"Morton, Charlie","450203","31","3.7",22.6,"97.4","80.8","90.2","82.7","80.6","374","106",,"2",6.5,"0",0,0
"Sanchez, Adrián","506703","31","12.2",29,"104.9","81","93.6","86","79.1","352","128",,"6",19.4,"0",0,0
"Wallach, Chad","595453","30","8.1",33.3,"109.2","84.9","96.7","90.1","80.7","365","154",,"11",36.7,"1",3.3,1.5
"Terry, Curtis","663799","30","27.1",30,"107.4","82.5","92.8","87","80.9","392","181",,"5",16.7,"2",6.7,4.2
"Burnes, Corbin","669203","30","-13.3",23.3,"97","80","91.2","85.5","79.4","352","62",,"5",16.7,"0",0,0
"Webb, Logan","657277","30","14.1",23.3,"109","88.3","98.6","92.6","85.2","396","148","368","8",26.7,"4",13.3,7.5
"Stroman, Marcus","573186","30","-2.9",20,"100.2","80","93.2","89","75.6","347","74",,"4",13.3,"0",0,0
"Oliva, Jared","666931","30","4",16.7,"103.7","82","94.4","82.3","82.7","354","103",,"6",20,"0",0,0
"Friedl, TJ","670770","30","24.3",26.7,"105","88.1","97.4","93.1","87","385","173","385","10",33.3,"2",6.7,5.6
"Siri, Jose","642350","29","16.5",44.8,"111.4","89.9","101.5","94.8","88.2","426","193","422","13",44.8,"5",17.2,10.2
"Frazier, Todd","453943","29","12.7",17.2,"110.5","87.5","97.9","93.8","85.2","409","135",,"10",34.5,"1",3.4,2.5
"Martini, Nick","605361","29","19.5",44.8,"106.4","89.3","99.2","92","93.9","377","172",,"12",41.4,"2",6.9,4.4
"Gausman, Kevin","592332","29","-5.4",17.2,"94.9","83.1","90.5","82.9","83.2","275","58",,"0",0,"0",0,0
"Darvish, Yu","506433","29","-11.9",24.1,"107.3","85","99.2","93","81.7","363","85",,"11",37.9,"0",0,0
"Stubbs, Garrett","596117","29","13.9",13.8,"102.1","84.8","94.6","93.6","84.8","369","89",,"7",24.1,"0",0,0
"Gomber, Austin","596295","28","9.2",17.9,"105.3","84.1","92","89","83.7","352","85",,"3",10.7,"0",0,0
"Fedde, Erick","607200","28","-4.6",7.1,"103.6","76.9","90.9","70.3","80.5","318","52",,"4",14.3,"0",0,0
"Rivas III, Alfonso","663845","28","10.2",35.7,"107.8","88.4","98.2","84.9","91.9","367","151","363","9",32.1,"1",3.6,2
"Owings, Chris","572008","28","13.8",32.1,"107","90.7","100.3","97.9","80.7","407","182","407","12",42.9,"4",14.3,8
"Nola, Aaron","605400","28","-4",25,"100.8","85.8","93.5","88.6","84.1","367","83",,"3",10.7,"0",0,0
"Woodruff, Brandon","605540","27","6.6",25.9,"100.6","82.9","91.7","87","80.7","334","109",,"3",11.1,"0",0,0
"Kelly, Merrill","518876","27","-3.6",11.1,"101.6","76.4","90.2","80.7","75.3","301","46",,"4",14.8,"0",0,0
"Adams, Matt","571431","27","10.5",29.6,"102","82.2","95.1","91.7","74.3","401","147",,"8",29.6,"1",3.7,2.5
"Kershaw, Clayton","477132","27","-8.3",29.6,"101.8","79.6","91.6","87.2","75.1","298","90",,"4",14.8,"0",0,0
"Palacios, Joshua","641943","26","8.4",26.9,"104.4","93.5","100","94","93.1","391","138",,"11",42.3,"1",3.8,2.4
"Gutierrez, Vladimir","661269","26","-0.1",7.7,"99.5","79.5","90.7","88.2","79","298","65",,"5",19.2,"0",0,0
"Welker, Colton","666213","26","20.7",50,"105.3","88.1","97.3","92.3","78.2","397","218",,"10",38.5,"0",0,0
"Crowe, Wil","640444","25","-2",24,"110.7","84.7","96.5","97.3","78.6","370","84",,"6",24,"1",4,2.4
"Allen, Greg","656185","25","23.4",48,"105.9","86.3","96","91.8","83.3","367","209",,"6",24,"2",8,4.2
"Perdomo, Geraldo","672695","25","18.7",32,"103.3","86.5","94.9","88","86.1","400","183",,"7",28,"1",4,2.7
"Lester, Jon","452657","25","0.5",36,"107.6","86","99","96.5","80.7","419","128","419","10",40,"2",8,3.9
"DeSclafani, Anthony","543101","25","17",24,"107.6","80.7","93.5","95.9","74.1","333","89",,"3",12,"1",4,1.6
"Rivero, Sebastián","665861","25","13",28,"105.4","86.6","96.9","91.8","83.7","369","155",,"6",24,"0",0,0
"Cueto, Johnny","456501","25","-11.2",8,"97.6","75.9","84","71.4","77.3","223","53",,"1",4,"0",0,0
"Gittens, Chris","656467","24","-5.4",16.7,"118","86.3","103.1","101","78.5","439","135","439","10",41.7,"2",8.3,4.5
"Machín, Vimael","605353","24","6.3",16.7,"109.1","89.7","98.1","93.9","85.7","391","132",,"6",25,"1",4.2,2.7
"Brubaker, JT","664141","24","-13.3",4.2,"97","81.5","91.2","93.1","80.7","365","47",,"3",12.5,"0",0,0
"Smyly, Drew","592767","24","-2.5",16.7,"103.3","78.5","88.6","79.5","80","295","70",,"2",8.3,"0",0,0
"Hermosillo, Michael","641684","24","30.4",29.2,"108.8","89.3","99.8","97","77.3","441","224","429","8",33.3,"5",20.8,13.2
"deGrom, Jacob","594798","24","1.1",41.7,"105.6","84.7","93.5","86.5","82.5","291","117",,"4",16.7,"0",0,0
"Williams, Mason","592863","24","10.3",29.2,"102.2","85.8","96","93.6","80","373","168","370","6",25,"1",4.2,2.7
"Gallen, Zac","668678","23","3.7",21.7,"104.8","96.2","101.5","99.4","96.5","345","72",,"8",34.8,"0",0,0
"Ross, Joe","605452","23","-1.5",26.1,"101.2","82.3","92.2","83.2","81.7","312","89",,"3",13,"0",0,0
"Hicks, John","543308","23","22.8",30.4,"108","90.6","99.9","97.5","82.3","417","213","380","8",34.8,"5",21.7,16.1
"Burger, Jake","669394","23","9.5",34.8,"115.2","98","107.6","101.8","93.9","456","168","456","14",60.9,"3",13,7.1
"Maile, Luke","571912","23","1.2",47.8,"104.4","79.6","96.5","89.4","75.3","383","110",,"6",26.1,"1",4.3,2.9
"Godoy, José","608422","23","5.7",17.4,"106.1","86.2","97.6","91.3","84.2","362","138",,"8",34.8,"1",4.3,2.5
"Fortes, Nick","663743","23","24",43.5,"107.5","91.3","102.9","92.5","97.1","413","201","403","12",52.2,"5",21.7,14.7
"Campusano, Luis","669134","23","15.4",21.7,"108.9","94.6","102.3","94","100.3","326","143",,"12",52.2,"0",0,0
"Peralta, Freddy","642547","22","-8.7",27.3,"100.2","82.3","92","81.2","82.6","238","69",,"4",18.2,"0",0,0
"Fowler, Dustin","641583","22","20.1",27.3,"107.8","89.5","98.1","91.3","91.8","373","151",,"7",31.8,"0",0,0
"Bauer, Trevor","545333","22","-9.9",27.3,"92.1","78.9","87.3","84","75.8","344","88",,"0",0,"0",0,0
"Mathisen, Wyatt","621500","22","23.7",31.8,"108.1","86.8","101.1","91.7","92","429","162","429","9",40.9,"1",4.5,2
"Smith, Kevin","675656","21","36.5",19,"102.8","86.7","96.6","94.2","79.8","411","228","397","7",33.3,"3",14.3,8.3
"Dean, Austin","621573","21","5.1",33.3,"107.1","87.4","98.9","90.8","85.8","399","147","399","7",33.3,"1",4.8,2.6
"Gonzalez, Romy","663853","21","-1.1",28.6,"109.4","87.1","101.8","97.6","76.6","380","167",,"8",38.1,"2",9.5,6.1
"Freeland, Kyle","607536","21","15.6",14.3,"105.2","86.9","95.9","84.7","91.2","363","117",,"3",14.3,"0",0,0
"Nottingham, Jacob","641924","21","31.4",38.1,"108.5","87.3","97","88.6","86.5","408","220","383","7",33.3,"3",14.3,6.7
"Bruce, Jay","457803","21","8.5",38.1,"105.6","84","94.7","89.7","79.8","361","156","354","4",19,"0",0,0
"Heath, Nick","670084","20","17.2",35,"105.8","84.8","96.7","89","81.4","340","168",,"6",30,"0",0,0
"Gibson, Kyle","502043","20","-10.6",5,"104.1","84.3","94.4","97.6","85.3","380","52","380","4",20,"1",5,3.3
"Walker, Taijuan","592836","20","-9.7",20,"105.6","82.6","93.6","90.3","78.8","239","70",,"4",20,"0",0,0
"Snell, Blake","605483","20","-13",25,"98.9","83.5","92.4","90.2","79.5","344","84",,"3",15,"0",0,0
"Eflin, Zach","621107","20","-1",5,"107.1","82.9","95.8","79.9","86.2","313","48",,"3",15,"0",0,0
"Weathers, Ryan","677960","20","-11",10,"107.6","89.7","103.6","99.5","86.7","421","72","421","8",40,"1",5,3.6
"Butera, Drew","460077","20","18.9",40,"99.6","84.9","90","86.1","82.1","380","166",,"2",10,"0",0,0
"Velasquez, Vince","592826","19","8.2",21.1,"104.9","84.7","97.1","93","83.3","360","84",,"6",31.6,"0",0,0
"Kim, Kwang Hyun","547942","19","-11.4",21.1,"99.9","77.4","87.8","86.7","74","343","71",,"2",10.5,"0",0,0
"Alzolay, Adbert","640470","19","-24.9",5.3,"102.4","82","90.7","91.7","83.3","305","27",,"1",5.3,"0",0,0
"Souza Jr., Steven","519306","19","13.4",36.8,"105.8","87.3","96.7","91.8","78.9","382","183","382","6",31.6,"1",5.3,2.8
"Lavarnway, Ryan","543432","19","18.9",42.1,"107.2","85.7","95.8","96.7","80.6","404","157",,"4",21.1,"2",10.5,6.7
"Lopez, Alejo","664670","18","4.7",33.3,"96.6","84.8","93.3","82.5","86.3","313","125",,"3",16.7,"0",0,0
"Bruján, Vidal","660644","18","4.8",22.2,"107","80.5","91.5","82.8","81.5","353","128",,"3",16.7,"0",0,0
"Espino, Paolo","502179","18","3.3",33.3,"98.7","86.9","95.3","90.4","83.3","383","97",,"4",22.2,"1",5.6,3
"Motter, Taylor","600301","18","20.8",33.3,"107.5","88.7","100.1","94.5","89.9","389","162",,"8",44.4,"1",5.6,3.4
"Rogers, Trevor","669432","18","-17.6",11.1,"103.8","80.7","94.3","93.8","76","313","59",,"2",11.1,"0",0,0
"Lauer, Eric","641778","18","13.3",5.6,"105.5","91.3","100.1","94.6","87.9","388","107","388","4",22.2,"1",5.6,2.7
"López, Pablo","641154","18","-6.4",27.8,"110.5","79.6","95.9","91.9","71.5","344","102",,"4",22.2,"1",5.6,2.9
"Williams, Trevor","592866","18","-14.6",11.1,"99.5","82.8","95.3","88.2","81.6","300","59",,"4",22.2,"0",0,0
"Gray, Jon","592351","18","20.5",27.8,"104.1","87.1","98.9","89.7","86.9","340","127",,"5",27.8,"0",0,0
"Moniak, Mickey","666160","18","9.1",27.8,"107.6","90.9","98.6","92.1","90.1","372","148","372","7",38.9,"1",5.6,2.7
"Ynoa, Huascar","660623","17","4.7",23.5,"110.3","87.4","104.2","99.7","82.2","427","142","412","8",47.1,"2",11.8,6.3
"Bemboom, Anthony","621532","17","1.9",29.4,"100.1","83.1","92.3","85.1","81.5","365","127",,"2",11.8,"0",0,0
"Schebler, Scott","594988","17","20",52.9,"100.6","83.9","94.1","91","75","352","189",,"4",23.5,"1",5.9,2.9
"Haseley, Adam","656514","17","8",35.3,"104.3","84.4","93.6","91.3","74.9","318","166",,"3",17.6,"0",0,0
"Thompson, Trayce","572204","17","16.9",47.1,"109.7","92.3","106","100.4","83.1","425","229","398","10",58.8,"6",35.3,17.1
"González, Chi Chi","592346","17","-7.7",23.5,"102.5","82.6","97.9","89.5","78.2","395","91",,"5",29.4,"1",5.9,2.9
"Wilson, Jacob","607111","17","11.2",11.8,"104.4","81.7","95.6","96","77","383","100",,"6",35.3,"1",5.9,4.8
"Brantly, Rob","542963","16","17.6",12.5,"103.2","82.6","93.1","85.6","82.7","343","140",,"2",12.5,"0",0,0
"Lucroy, Jonathan","518960","16","21.7",37.5,"104.9","91.9","99.8","94.9","92","355","137",,"7",43.8,"0",0,0
"Wood, Alex","622072","16","-7",12.5,"98.2","85.7","92.9","86","85.6","298","63",,"2",12.5,"0",0,0
"Suárez, Ranger","624133","16","5.9",25,"100.2","83.9","88.2","83.7","84.1","356","133",,"1",6.3,"0",0,0
"Maybin, Cameron","457727","16","-1.6",12.5,"99.7","88.3","96.6","90.7","89","325","92",,"6",37.5,"0",0,0
"Keller, Mitch","656605","16","-34.1",18.8,"106.2","86.8","97.5","97.2","83.7","271","49",,"5",31.3,"0",0,0
"Deichmann, Greg","656364","16","28.5",37.5,"102.6","82.4","94","85.3","77.1","352","198",,"2",12.5,"0",0,0
"Anderson, Brett","474463","16","-0.7",12.5,"88.5","71","80.7","79.8","67.6","311","69",,"0",0,"0",0,0
"Hill, Rich","448179","16","-24.9",6.3,"78.2","68.3","74.7","78.2","67","276","30",,"0",0,"0",0,0
